,time,temperature_2m,relativehumidity_2m,precipitation,weathercode,cloudcover,windspeed_10m,winddirection_10m
0,2022-01-01T00:00,11.8,82.0,0.0,0.0,17.0,11.5,51.0
1,2022-01-01T01:00,11.6,83.0,0.0,0.0,13.0,11.5,49.0
2,2022-01-01T02:00,11.6,84.0,0.0,0.0,7.0,11.2,50.0
3,2022-01-01T03:00,14.2,76.0,0.0,0.0,2.0,10.7,45.0
4,2022-01-01T04:00,17.1,66.0,0.0,0.0,1.0,9.6,34.0
5,2022-01-01T05:00,19.1,61.0,0.0,0.0,3.0,8.6,15.0
6,2022-01-01T06:00,20.5,59.0,0.0,1.0,20.0,7.2,354.0
7,2022-01-01T07:00,21.2,58.0,0.0,2.0,73.0,6.3,336.0
8,2022-01-01T08:00,21.6,55.0,0.0,3.0,84.0,5.1,309.0
9,2022-01-01T09:00,21.8,53.0,0.0,3.0,100.0,5.4,278.0
10,2022-01-01T10:00,21.7,53.0,0.0,3.0,100.0,5.6,285.0
11,2022-01-01T11:00,21.2,56.0,0.0,3.0,100.0,5.7,288.0
12,2022-01-01T12:00,20.2,61.0,0.0,3.0,83.0,4.8,312.0
13,2022-01-01T13:00,18.9,67.0,0.0,3.0,82.0,5.8,7.0
14,2022-01-01T14:00,17.8,71.0,0.0,2.0,70.0,5.6,40.0
15,2022-01-01T15:00,16.8,74.0,0.0,2.0,53.0,7.4,51.0
16,2022-01-01T16:00,16.2,76.0,0.0,1.0,46.0,8.1,58.0
17,2022-01-01T17:00,15.6,77.0,0.0,2.0,52.0,9.6,56.0
18,2022-01-01T18:00,15.1,78.0,0.0,1.0,37.0,10.6,55.0
19,2022-01-01T19:00,14.8,80.0,0.0,1.0,20.0,10.8,53.0
20,2022-01-01T20:00,14.3,82.0,0.0,1.0,22.0,10.6,55.0
21,2022-01-01T21:00,13.9,83.0,0.0,1.0,20.0,10.9,56.0
22,2022-01-01T22:00,13.8,82.0,0.0,0.0,17.0,10.8,53.0
23,2022-01-01T23:00,13.2,84.0,0.0,0.0,11.0,9.7,51.0
24,2022-01-02T00:00,13.2,83.0,0.0,0.0,6.0,7.4,67.0
25,2022-01-02T01:00,12.7,84.0,0.0,0.0,8.0,7.2,63.0
26,2022-01-02T02:00,12.8,84.0,0.0,0.0,5.0,8.0,63.0
27,2022-01-02T03:00,15.0,77.0,0.0,0.0,7.0,6.7,54.0
28,2022-01-02T04:00,17.3,69.0,0.0,0.0,2.0,5.5,32.0
29,2022-01-02T05:00,19.2,65.0,0.0,0.0,9.0,4.3,360.0
30,2022-01-02T06:00,20.7,61.0,0.0,0.0,18.0,1.5,315.0
31,2022-01-02T07:00,21.9,57.0,0.0,3.0,83.0,3.7,169.0
32,2022-01-02T08:00,22.5,53.0,0.0,3.0,87.0,7.4,151.0
33,2022-01-02T09:00,22.9,51.0,0.0,2.0,76.0,8.2,142.0
34,2022-01-02T10:00,23.0,49.0,0.0,1.0,36.0,5.6,135.0
35,2022-01-02T11:00,22.2,52.0,0.0,1.0,37.0,5.2,106.0
36,2022-01-02T12:00,20.9,58.0,0.0,1.0,30.0,4.8,77.0
37,2022-01-02T13:00,19.1,64.0,0.0,1.0,41.0,8.4,65.0
38,2022-01-02T14:00,17.6,69.0,0.0,0.0,9.0,9.0,61.0
39,2022-01-02T15:00,16.5,71.0,0.0,0.0,4.0,8.6,57.0
40,2022-01-02T16:00,15.5,73.0,0.0,0.0,3.0,7.2,53.0
41,2022-01-02T17:00,14.8,75.0,0.0,0.0,1.0,6.1,62.0
42,2022-01-02T18:00,13.9,78.0,0.0,0.0,0.0,5.9,76.0
43,2022-01-02T19:00,13.5,80.0,0.0,0.0,0.0,6.6,81.0
44,2022-01-02T20:00,13.2,80.0,0.0,0.0,0.0,8.3,85.0
45,2022-01-02T21:00,13.0,80.0,0.0,0.0,0.0,9.9,80.0
46,2022-01-02T22:00,12.9,79.0,0.0,0.0,0.0,10.6,72.0
47,2022-01-02T23:00,12.7,79.0,0.0,0.0,0.0,10.2,67.0
48,2022-01-03T00:00,12.3,80.0,0.0,0.0,0.0,9.3,62.0
49,2022-01-03T01:00,12.0,82.0,0.0,0.0,0.0,8.4,65.0
50,2022-01-03T02:00,11.9,83.0,0.0,0.0,0.0,8.7,66.0
51,2022-01-03T03:00,14.1,75.0,0.0,0.0,0.0,8.4,65.0
52,2022-01-03T04:00,16.8,65.0,0.0,0.0,0.0,6.6,49.0
53,2022-01-03T05:00,19.1,57.0,0.0,0.0,0.0,4.1,38.0
54,2022-01-03T06:00,20.6,54.0,0.0,0.0,0.0,0.5,315.0
55,2022-01-03T07:00,21.9,51.0,0.0,0.0,0.0,3.4,198.0
56,2022-01-03T08:00,22.8,49.0,0.0,0.0,3.0,5.4,180.0
57,2022-01-03T09:00,23.3,47.0,0.0,0.0,14.0,6.2,170.0
58,2022-01-03T10:00,23.3,47.0,0.0,0.0,18.0,6.1,177.0
59,2022-01-03T11:00,22.9,47.0,0.0,0.0,19.0,4.9,163.0
60,2022-01-03T12:00,21.8,53.0,0.0,0.0,14.0,2.3,129.0
61,2022-01-03T13:00,19.6,61.0,0.0,0.0,5.0,4.8,77.0
62,2022-01-03T14:00,17.8,65.0,0.0,0.0,5.0,5.2,74.0
63,2022-01-03T15:00,16.5,67.0,0.0,0.0,6.0,7.8,68.0
64,2022-01-03T16:00,15.5,68.0,0.0,0.0,4.0,8.2,67.0
65,2022-01-03T17:00,14.8,69.0,0.0,0.0,1.0,7.6,71.0
66,2022-01-03T18:00,14.2,71.0,0.0,0.0,0.0,7.2,72.0
67,2022-01-03T19:00,13.9,72.0,0.0,0.0,1.0,7.2,72.0
68,2022-01-03T20:00,13.5,73.0,0.0,0.0,0.0,6.4,74.0
69,2022-01-03T21:00,13.0,75.0,0.0,0.0,0.0,5.9,79.0
70,2022-01-03T22:00,12.4,77.0,0.0,0.0,0.0,5.8,83.0
71,2022-01-03T23:00,11.9,80.0,0.0,0.0,0.0,5.8,86.0
72,2022-01-04T00:00,11.3,83.0,0.0,0.0,0.0,5.4,94.0
73,2022-01-04T01:00,10.8,86.0,0.0,0.0,0.0,5.4,90.0
74,2022-01-04T02:00,10.9,87.0,0.0,0.0,0.0,3.7,79.0
75,2022-01-04T03:00,15.2,77.0,0.0,0.0,0.0,4.3,66.0
76,2022-01-04T04:00,18.9,59.0,0.0,0.0,5.0,1.9,22.0
77,2022-01-04T05:00,20.9,55.0,0.0,0.0,3.0,1.4,270.0
78,2022-01-04T06:00,22.2,53.0,0.0,0.0,0.0,3.6,217.0
79,2022-01-04T07:00,23.2,48.0,0.0,0.0,0.0,4.2,200.0
80,2022-01-04T08:00,23.9,45.0,0.0,0.0,0.0,4.1,195.0
81,2022-01-04T09:00,24.2,43.0,0.0,0.0,0.0,4.0,190.0
82,2022-01-04T10:00,24.2,42.0,0.0,0.0,0.0,4.0,175.0
83,2022-01-04T11:00,23.8,42.0,0.0,0.0,0.0,2.2,171.0
84,2022-01-04T12:00,22.6,49.0,0.0,0.0,1.0,2.3,321.0
85,2022-01-04T13:00,20.2,63.0,0.0,0.0,4.0,5.1,356.0
86,2022-01-04T14:00,18.1,68.0,0.0,0.0,2.0,5.6,27.0
87,2022-01-04T15:00,16.6,72.0,0.0,0.0,0.0,5.9,47.0
88,2022-01-04T16:00,15.8,73.0,0.0,0.0,0.0,6.5,56.0
89,2022-01-04T17:00,15.1,74.0,0.0,0.0,0.0,6.1,62.0
90,2022-01-04T18:00,14.5,75.0,0.0,0.0,0.0,6.1,62.0
91,2022-01-04T19:00,13.8,76.0,0.0,0.0,0.0,6.6,61.0
92,2022-01-04T20:00,13.2,77.0,0.0,0.0,0.0,7.1,66.0
93,2022-01-04T21:00,12.8,78.0,0.0,0.0,0.0,6.0,73.0
94,2022-01-04T22:00,12.9,75.0,0.0,0.0,0.0,2.9,83.0
95,2022-01-04T23:00,13.3,72.0,0.0,0.0,0.0,2.2,99.0
96,2022-01-05T00:00,12.8,74.0,0.0,0.0,0.0,3.7,119.0
97,2022-01-05T01:00,12.8,75.0,0.0,0.0,0.0,4.1,128.0
98,2022-01-05T02:00,14.7,67.0,0.0,0.0,0.0,4.0,153.0
99,2022-01-05T03:00,16.0,82.0,0.0,0.0,0.0,2.6,214.0
100,2022-01-05T04:00,19.8,56.0,0.0,0.0,0.0,5.4,266.0
101,2022-01-05T05:00,21.3,52.0,0.0,0.0,0.0,7.6,267.0
102,2022-01-05T06:00,22.4,50.0,0.0,0.0,1.0,8.0,262.0
103,2022-01-05T07:00,23.2,49.0,0.0,0.0,2.0,8.5,258.0
104,2022-01-05T08:00,23.7,48.0,0.0,0.0,1.0,9.1,252.0
105,2022-01-05T09:00,23.9,47.0,0.0,0.0,8.0,9.7,248.0
106,2022-01-05T10:00,23.6,47.0,0.0,1.0,24.0,9.7,243.0
107,2022-01-05T11:00,23.1,49.0,0.0,0.0,4.0,8.6,255.0
108,2022-01-05T12:00,21.9,55.0,0.0,0.0,7.0,7.6,270.0
109,2022-01-05T13:00,20.2,60.0,0.0,0.0,4.0,7.9,273.0
110,2022-01-05T14:00,19.1,63.0,0.0,0.0,3.0,7.6,273.0
111,2022-01-05T15:00,18.1,67.0,0.0,0.0,5.0,8.3,275.0
112,2022-01-05T16:00,17.3,70.0,0.0,0.0,5.0,9.0,272.0
113,2022-01-05T17:00,16.3,74.0,0.0,0.0,5.0,9.0,272.0
114,2022-01-05T18:00,16.8,71.0,0.0,0.0,3.0,7.2,276.0
115,2022-01-05T19:00,18.0,65.0,0.0,0.0,4.0,5.0,300.0
116,2022-01-05T20:00,17.7,65.0,0.0,0.0,4.0,4.3,312.0
117,2022-01-05T21:00,17.5,66.0,0.0,0.0,1.0,4.1,308.0
118,2022-01-05T22:00,17.3,66.0,0.0,0.0,3.0,5.0,249.0
119,2022-01-05T23:00,16.2,71.0,0.0,0.0,4.0,7.4,247.0
120,2022-01-06T00:00,14.7,78.0,0.0,0.0,0.0,7.5,253.0
121,2022-01-06T01:00,14.6,78.0,0.0,0.0,6.0,7.3,250.0
122,2022-01-06T02:00,15.0,76.0,0.0,0.0,3.0,5.9,256.0
123,2022-01-06T03:00,17.1,74.0,0.0,0.0,7.0,6.2,263.0
124,2022-01-06T04:00,19.9,60.0,0.0,0.0,2.0,9.8,264.0
125,2022-01-06T05:00,21.4,58.0,0.0,0.0,1.0,12.7,262.0
126,2022-01-06T06:00,22.5,56.0,0.0,0.0,1.0,13.7,256.0
127,2022-01-06T07:00,23.3,56.0,0.0,0.0,0.0,12.9,252.0
128,2022-01-06T08:00,24.1,53.0,0.0,0.0,1.0,11.3,248.0
129,2022-01-06T09:00,24.3,52.0,0.0,0.0,4.0,10.5,243.0
130,2022-01-06T10:00,24.2,52.0,0.0,0.0,2.0,10.8,240.0
131,2022-01-06T11:00,23.6,54.0,0.0,0.0,6.0,9.2,239.0
132,2022-01-06T12:00,22.4,60.0,0.0,0.0,7.0,7.4,247.0
133,2022-01-06T13:00,21.3,65.0,0.0,0.0,10.0,5.2,254.0
134,2022-01-06T14:00,19.9,71.0,0.0,0.0,14.0,0.7,270.0
135,2022-01-06T15:00,18.7,76.0,0.0,0.0,13.0,2.5,8.0
136,2022-01-06T16:00,18.1,78.0,0.0,1.0,30.0,4.1,38.0
137,2022-01-06T17:00,17.1,83.0,0.0,1.0,35.0,6.1,45.0
138,2022-01-06T18:00,16.8,85.0,0.0,1.0,26.0,7.2,53.0
139,2022-01-06T19:00,16.9,83.0,0.0,1.0,23.0,7.2,53.0
140,2022-01-06T20:00,16.4,85.0,0.0,0.0,18.0,7.2,53.0
141,2022-01-06T21:00,16.0,86.0,0.0,0.0,11.0,6.7,54.0
142,2022-01-06T22:00,15.5,88.0,0.0,0.0,15.0,6.0,57.0
143,2022-01-06T23:00,15.0,90.0,0.0,1.0,25.0,5.4,53.0
144,2022-01-07T00:00,14.7,91.0,0.0,1.0,47.0,5.4,42.0
145,2022-01-07T01:00,14.2,92.0,0.0,1.0,49.0,5.5,32.0
146,2022-01-07T02:00,14.2,92.0,0.0,1.0,36.0,6.9,9.0
147,2022-01-07T03:00,17.4,80.0,0.0,1.0,32.0,7.9,336.0
148,2022-01-07T04:00,19.7,67.0,0.0,0.0,14.0,11.2,312.0
149,2022-01-07T05:00,21.6,59.0,0.0,0.0,5.0,14.5,297.0
150,2022-01-07T06:00,22.7,55.0,0.0,0.0,1.0,16.5,286.0
151,2022-01-07T07:00,23.4,53.0,0.0,0.0,17.0,16.2,283.0
152,2022-01-07T08:00,23.9,50.0,0.0,0.0,18.0,15.9,283.0
153,2022-01-07T09:00,23.9,49.0,0.0,1.0,20.0,14.8,283.0
154,2022-01-07T10:00,23.7,49.0,0.0,0.0,20.0,14.1,273.0
155,2022-01-07T11:00,23.1,51.0,0.0,0.0,13.0,11.6,275.0
156,2022-01-07T12:00,21.7,58.0,0.0,0.0,14.0,6.8,288.0
157,2022-01-07T13:00,20.4,63.0,0.0,1.0,21.0,8.2,308.0
158,2022-01-07T14:00,19.4,68.0,0.0,0.0,9.0,7.4,321.0
159,2022-01-07T15:00,18.6,72.0,0.0,0.0,15.0,8.1,328.0
160,2022-01-07T16:00,18.1,75.0,0.0,1.0,22.0,8.6,327.0
161,2022-01-07T17:00,17.8,77.0,0.0,0.0,18.0,8.1,328.0
162,2022-01-07T18:00,17.4,79.0,0.0,0.0,16.0,8.5,324.0
163,2022-01-07T19:00,17.2,76.0,0.0,0.0,9.0,7.9,321.0
164,2022-01-07T20:00,16.6,79.0,0.0,0.0,11.0,7.4,317.0
165,2022-01-07T21:00,16.1,81.0,0.0,0.0,8.0,7.2,323.0
166,2022-01-07T22:00,15.9,83.0,0.0,0.0,9.0,7.7,332.0
167,2022-01-07T23:00,15.7,83.0,0.0,0.0,5.0,8.9,333.0
168,2022-01-08T00:00,15.3,85.0,0.0,0.0,2.0,9.0,331.0
169,2022-01-08T01:00,15.1,87.0,0.0,0.0,7.0,8.4,329.0
170,2022-01-08T02:00,15.3,87.0,0.0,0.0,6.0,8.5,324.0
171,2022-01-08T03:00,17.3,79.0,0.0,0.0,13.0,9.4,310.0
172,2022-01-08T04:00,19.6,69.0,0.0,0.0,6.0,12.7,295.0
173,2022-01-08T05:00,21.1,61.0,0.0,0.0,6.0,16.2,283.0
174,2022-01-08T06:00,22.2,58.0,0.0,0.0,12.0,17.3,272.0
175,2022-01-08T07:00,22.8,59.0,0.0,0.0,19.0,17.3,265.0
176,2022-01-08T08:00,23.4,57.0,0.0,0.0,11.0,16.8,261.0
177,2022-01-08T09:00,23.6,58.0,0.0,1.0,40.0,15.4,259.0
178,2022-01-08T10:00,23.1,60.0,0.1,51.0,28.0,13.4,256.0
179,2022-01-08T11:00,21.8,67.0,0.5,53.0,7.0,11.5,270.0
180,2022-01-08T12:00,21.1,70.0,0.0,1.0,34.0,5.8,274.0
181,2022-01-08T13:00,19.8,76.0,0.0,1.0,39.0,5.1,231.0
182,2022-01-08T14:00,18.8,81.0,0.1,51.0,40.0,3.8,163.0
183,2022-01-08T15:00,17.9,85.0,0.3,51.0,60.0,2.5,135.0
184,2022-01-08T16:00,17.3,89.0,0.3,51.0,74.0,2.3,141.0
185,2022-01-08T17:00,16.4,93.0,0.3,51.0,78.0,2.3,141.0
186,2022-01-08T18:00,15.9,94.0,0.1,51.0,45.0,2.3,129.0
187,2022-01-08T19:00,17.4,86.0,0.0,1.0,42.0,2.9,173.0
188,2022-01-08T20:00,16.7,89.0,0.1,51.0,50.0,2.2,90.0
189,2022-01-08T21:00,15.7,94.0,0.1,51.0,49.0,2.4,63.0
190,2022-01-08T22:00,15.5,95.0,0.6,53.0,96.0,1.8,90.0
191,2022-01-08T23:00,15.6,96.0,1.1,55.0,100.0,3.6,360.0
192,2022-01-09T00:00,16.1,95.0,1.6,61.0,100.0,5.5,337.0
193,2022-01-09T01:00,16.2,94.0,1.6,61.0,100.0,6.0,327.0
194,2022-01-09T02:00,16.1,95.0,1.5,61.0,100.0,6.8,328.0
195,2022-01-09T03:00,16.7,92.0,1.3,61.0,100.0,6.4,313.0
196,2022-01-09T04:00,17.4,89.0,1.4,61.0,100.0,6.5,289.0
197,2022-01-09T05:00,17.9,88.0,1.8,61.0,100.0,5.8,263.0
198,2022-01-09T06:00,17.8,90.0,1.7,61.0,100.0,6.3,239.0
199,2022-01-09T07:00,17.6,95.0,0.4,51.0,97.0,5.9,227.0
200,2022-01-09T08:00,19.3,88.0,0.1,51.0,84.0,5.2,245.0
201,2022-01-09T09:00,20.1,85.0,0.2,51.0,83.0,6.2,260.0
202,2022-01-09T10:00,20.3,83.0,0.5,53.0,43.0,6.4,227.0
203,2022-01-09T11:00,18.7,85.0,1.7,61.0,53.0,7.2,217.0
204,2022-01-09T12:00,17.8,91.0,0.6,53.0,48.0,6.5,174.0
205,2022-01-09T13:00,17.1,94.0,0.2,51.0,49.0,5.2,146.0
206,2022-01-09T14:00,16.6,96.0,0.4,51.0,47.0,5.2,115.0
207,2022-01-09T15:00,16.2,98.0,0.2,51.0,28.0,5.8,90.0
208,2022-01-09T16:00,15.7,98.0,0.0,1.0,34.0,5.8,86.0
209,2022-01-09T17:00,14.9,99.0,0.0,1.0,36.0,6.1,87.0
210,2022-01-09T18:00,14.6,100.0,0.0,0.0,18.0,8.0,85.0
211,2022-01-09T19:00,14.1,97.0,0.0,2.0,52.0,9.0,88.0
212,2022-01-09T20:00,14.0,98.0,0.0,2.0,52.0,8.7,85.0
213,2022-01-09T21:00,13.9,99.0,0.0,2.0,55.0,8.2,75.0
214,2022-01-09T22:00,14.0,99.0,0.0,3.0,92.0,7.7,53.0
215,2022-01-09T23:00,14.1,98.0,0.0,3.0,94.0,8.4,50.0
216,2022-01-10T00:00,14.4,96.0,0.0,3.0,100.0,9.4,43.0
217,2022-01-10T01:00,14.4,96.0,0.0,3.0,100.0,8.2,41.0
218,2022-01-10T02:00,14.6,95.0,0.0,3.0,98.0,7.4,47.0
219,2022-01-10T03:00,15.4,89.0,0.0,2.0,78.0,7.7,49.0
220,2022-01-10T04:00,16.7,82.0,0.0,2.0,64.0,7.0,35.0
221,2022-01-10T05:00,17.9,75.0,0.0,3.0,86.0,6.3,13.0
222,2022-01-10T06:00,19.1,70.0,0.1,51.0,93.0,5.2,348.0
223,2022-01-10T07:00,19.3,71.0,0.2,51.0,84.0,3.5,294.0
224,2022-01-10T08:00,19.3,71.0,0.1,51.0,95.0,3.3,257.0
225,2022-01-10T09:00,19.5,70.0,0.1,51.0,88.0,3.1,225.0
226,2022-01-10T10:00,18.8,74.0,0.9,53.0,94.0,4.2,211.0
227,2022-01-10T11:00,18.7,75.0,0.1,51.0,72.0,2.6,164.0
228,2022-01-10T12:00,18.4,76.0,0.0,2.0,57.0,3.6,90.0
229,2022-01-10T13:00,17.3,81.0,0.0,1.0,31.0,6.0,65.0
230,2022-01-10T14:00,16.4,85.0,0.0,1.0,25.0,6.9,62.0
231,2022-01-10T15:00,15.7,87.0,0.0,1.0,26.0,7.7,62.0
232,2022-01-10T16:00,15.2,88.0,0.0,1.0,42.0,8.2,61.0
233,2022-01-10T17:00,14.9,88.0,0.0,2.0,65.0,8.0,63.0
234,2022-01-10T18:00,14.7,88.0,0.0,2.0,62.0,8.9,58.0
235,2022-01-10T19:00,15.0,88.0,0.0,2.0,53.0,10.0,52.0
236,2022-01-10T20:00,14.6,90.0,0.0,2.0,53.0,10.0,52.0
237,2022-01-10T21:00,14.5,90.0,0.0,1.0,31.0,9.9,57.0
238,2022-01-10T22:00,14.0,92.0,0.0,2.0,54.0,10.5,59.0
239,2022-01-10T23:00,13.5,94.0,0.0,2.0,67.0,11.3,59.0
240,2022-01-11T00:00,13.3,95.0,0.0,2.0,78.0,11.6,60.0
241,2022-01-11T01:00,13.2,96.0,0.0,3.0,87.0,11.6,60.0
242,2022-01-11T02:00,13.4,95.0,0.0,3.0,89.0,12.8,58.0
243,2022-01-11T03:00,14.4,90.0,0.0,3.0,93.0,14.3,56.0
244,2022-01-11T04:00,15.8,85.0,0.0,3.0,82.0,12.2,56.0
245,2022-01-11T05:00,17.4,80.0,0.0,2.0,79.0,9.4,58.0
246,2022-01-11T06:00,18.8,75.0,0.0,3.0,94.0,7.1,60.0
247,2022-01-11T07:00,19.0,73.0,0.0,3.0,94.0,6.0,57.0
248,2022-01-11T08:00,19.3,72.0,0.1,51.0,96.0,5.6,50.0
249,2022-01-11T09:00,18.5,75.0,0.3,51.0,100.0,4.2,59.0
250,2022-01-11T10:00,17.5,77.0,1.7,61.0,100.0,2.6,106.0
251,2022-01-11T11:00,16.9,80.0,0.7,53.0,100.0,5.1,86.0
252,2022-01-11T12:00,16.6,82.0,0.1,51.0,70.0,4.9,73.0
253,2022-01-11T13:00,16.1,84.0,0.0,3.0,88.0,7.0,55.0
254,2022-01-11T14:00,15.7,86.0,0.0,3.0,82.0,8.4,59.0
255,2022-01-11T15:00,15.6,86.0,0.0,3.0,86.0,7.9,60.0
256,2022-01-11T16:00,15.3,87.0,0.0,3.0,95.0,7.4,61.0
257,2022-01-11T17:00,14.9,88.0,0.0,2.0,76.0,8.2,61.0
258,2022-01-11T18:00,14.5,90.0,0.0,2.0,56.0,8.1,58.0
259,2022-01-11T19:00,14.2,90.0,0.0,2.0,60.0,6.8,58.0
260,2022-01-11T20:00,13.5,92.0,0.0,2.0,52.0,6.9,62.0
261,2022-01-11T21:00,13.3,93.0,0.1,51.0,64.0,7.0,69.0
262,2022-01-11T22:00,13.1,94.0,0.1,51.0,66.0,7.0,69.0
263,2022-01-11T23:00,12.7,94.0,0.1,51.0,86.0,7.4,67.0
264,2022-01-12T00:00,12.6,94.0,0.0,3.0,89.0,8.7,66.0
265,2022-01-12T01:00,12.8,93.0,0.0,2.0,78.0,9.0,67.0
266,2022-01-12T02:00,12.8,93.0,0.0,2.0,74.0,10.2,67.0
267,2022-01-12T03:00,13.7,90.0,0.0,2.0,68.0,9.7,63.0
268,2022-01-12T04:00,15.0,83.0,0.0,2.0,59.0,8.6,57.0
269,2022-01-12T05:00,16.6,71.0,0.0,1.0,47.0,8.0,54.0
270,2022-01-12T06:00,18.1,63.0,0.0,1.0,41.0,5.8,60.0
271,2022-01-12T07:00,18.8,60.0,0.1,51.0,94.0,2.9,120.0
272,2022-01-12T08:00,19.0,57.0,0.0,3.0,92.0,4.6,162.0
273,2022-01-12T09:00,19.5,54.0,0.0,2.0,78.0,6.2,173.0
274,2022-01-12T10:00,19.6,53.0,0.0,2.0,68.0,5.2,146.0
275,2022-01-12T11:00,19.6,51.0,0.0,1.0,30.0,4.5,119.0
276,2022-01-12T12:00,18.8,55.0,0.0,1.0,23.0,4.7,90.0
277,2022-01-12T13:00,17.1,61.0,0.0,0.0,18.0,6.6,77.0
278,2022-01-12T14:00,15.6,66.0,0.0,0.0,12.0,9.7,75.0
279,2022-01-12T15:00,14.4,68.0,0.0,0.0,8.0,10.9,73.0
280,2022-01-12T16:00,13.5,69.0,0.0,0.0,7.0,10.9,73.0
281,2022-01-12T17:00,12.9,70.0,0.0,0.0,3.0,11.0,71.0
282,2022-01-12T18:00,12.5,71.0,0.0,0.0,2.0,10.6,66.0
283,2022-01-12T19:00,12.1,74.0,0.0,0.0,4.0,11.1,61.0
284,2022-01-12T20:00,11.7,76.0,0.0,0.0,8.0,11.0,58.0
285,2022-01-12T21:00,11.3,77.0,0.0,0.0,5.0,11.7,56.0
286,2022-01-12T22:00,11.0,78.0,0.0,0.0,9.0,12.7,55.0
287,2022-01-12T23:00,10.8,78.0,0.0,0.0,8.0,12.1,53.0
288,2022-01-13T00:00,10.7,78.0,0.0,0.0,9.0,11.5,51.0
289,2022-01-13T01:00,10.5,79.0,0.0,0.0,13.0,11.5,49.0
290,2022-01-13T02:00,10.5,81.0,0.0,0.0,12.0,11.2,50.0
291,2022-01-13T03:00,12.3,76.0,0.0,1.0,22.0,10.7,45.0
292,2022-01-13T04:00,14.6,67.0,0.0,0.0,13.0,9.6,34.0
293,2022-01-13T05:00,16.5,61.0,0.0,0.0,11.0,8.6,15.0
294,2022-01-13T06:00,18.1,57.0,0.0,0.0,15.0,7.2,354.0
295,2022-01-13T07:00,19.0,57.0,0.0,0.0,18.0,6.3,336.0
296,2022-01-13T08:00,19.8,56.0,0.0,1.0,41.0,5.1,309.0
297,2022-01-13T09:00,19.8,56.0,0.0,3.0,93.0,5.4,278.0
298,2022-01-13T10:00,19.6,57.0,0.0,3.0,90.0,5.6,285.0
299,2022-01-13T11:00,19.4,58.0,0.0,2.0,76.0,5.7,288.0
300,2022-01-13T12:00,18.8,62.0,0.0,1.0,36.0,4.8,312.0
301,2022-01-13T13:00,17.7,69.0,0.0,1.0,29.0,5.8,7.0
302,2022-01-13T14:00,16.4,74.0,0.0,1.0,29.0,5.6,40.0
303,2022-01-13T15:00,15.6,76.0,0.0,1.0,35.0,7.4,51.0
304,2022-01-13T16:00,15.2,76.0,0.0,1.0,26.0,8.1,58.0
305,2022-01-13T17:00,14.6,74.0,0.0,1.0,32.0,9.6,56.0
306,2022-01-13T18:00,14.1,73.0,0.0,1.0,32.0,10.6,55.0
307,2022-01-13T19:00,14.0,74.0,0.0,1.0,48.0,10.8,53.0
308,2022-01-13T20:00,13.6,74.0,0.0,2.0,73.0,10.6,55.0
309,2022-01-13T21:00,13.8,72.0,0.0,3.0,100.0,10.9,56.0
310,2022-01-13T22:00,14.0,70.0,0.0,3.0,100.0,10.8,53.0
311,2022-01-13T23:00,14.2,70.0,0.0,3.0,100.0,9.7,51.0
312,2022-01-14T00:00,14.0,73.0,0.1,51.0,100.0,2.9,7.0
313,2022-01-14T01:00,13.9,76.0,0.1,51.0,100.0,3.3,6.0
314,2022-01-14T02:00,13.8,80.0,0.3,51.0,100.0,3.7,349.0
315,2022-01-14T03:00,14.3,83.0,0.2,51.0,100.0,4.2,340.0
316,2022-01-14T04:00,14.9,84.0,0.4,51.0,73.0,5.5,328.0
317,2022-01-14T05:00,16.1,83.0,0.7,53.0,45.0,6.1,315.0
318,2022-01-14T06:00,17.4,80.0,0.3,51.0,56.0,7.6,278.0
319,2022-01-14T07:00,19.0,70.0,0.2,51.0,76.0,9.0,247.0
320,2022-01-14T08:00,19.1,70.0,0.2,51.0,62.0,9.0,307.0
321,2022-01-14T09:00,18.9,72.0,0.3,51.0,100.0,9.3,306.0
322,2022-01-14T10:00,17.8,80.0,2.8,63.0,100.0,7.6,315.0
323,2022-01-14T11:00,17.4,81.0,0.6,53.0,100.0,6.1,332.0
324,2022-01-14T12:00,16.9,85.0,0.1,51.0,100.0,5.4,356.0
325,2022-01-14T13:00,16.1,89.0,0.1,51.0,94.0,5.4,360.0
326,2022-01-14T14:00,15.8,91.0,0.1,51.0,91.0,5.5,11.0
327,2022-01-14T15:00,15.3,92.0,0.0,2.0,55.0,5.6,15.0
328,2022-01-14T16:00,15.0,92.0,0.0,1.0,26.0,6.0,25.0
329,2022-01-14T17:00,14.8,92.0,0.0,1.0,35.0,6.3,31.0
330,2022-01-14T18:00,14.4,93.0,0.0,1.0,39.0,9.2,21.0
331,2022-01-14T19:00,13.9,91.0,0.0,3.0,100.0,9.6,20.0
332,2022-01-14T20:00,14.1,90.0,0.2,51.0,100.0,11.2,21.0
333,2022-01-14T21:00,14.0,90.0,0.0,3.0,100.0,11.2,21.0
334,2022-01-14T22:00,14.0,90.0,0.0,3.0,100.0,12.7,25.0
335,2022-01-14T23:00,13.9,90.0,0.0,3.0,91.0,13.1,21.0
336,2022-01-15T00:00,13.8,90.0,0.0,3.0,92.0,13.2,61.0
337,2022-01-15T01:00,13.6,90.0,0.0,3.0,87.0,12.6,53.0
338,2022-01-15T02:00,13.6,90.0,0.0,2.0,76.0,12.3,50.0
339,2022-01-15T03:00,14.1,88.0,0.0,2.0,72.0,13.3,38.0
